CLI,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,last_credit_pull_d
15050, 60 months,15.96,365.67,C,C5,6 years,MORTGAGE,91000,Verified,Fully Paid,23.41,0,Mar-84,2,,,13,0,46957,67,38,0,0,18879.1,18295.98,15050,3829.1,0,0,0,11241.88,16-Jan
5000, 36 months,6.03,152.18,A,A1,9 years,MORTGAGE,30000,Not Verified,Fully Paid,16.48,0,Jun-00,0,,,7,0,5881,25.6,16,0,0,5451.029788,5451.03,5000,451.03,0,0,0,1344.77,14-Oct
9000, 36 months,14.65,310.45,C,C3,4 years,RENT,45000,Source Verified,Fully Paid,17.01,1,Nov-95,1,20,85,21,1,10464,50,51,0,0,10750.2,10750.2,9000,1750.2,0,0,0,4548.72,13-Sep
7200, 36 months,7.9,225.29,A,A4,1 year,RENT,55000,Not Verified,Fully Paid,11.98,0,6-May,0,,,11,0,5862,46.1,14,0,0,8109.259708,8081.11,7200,909.26,0,0,0,232.43,14-Dec
3000, 60 months,19.03,77.88,E,E2,3 years,RENT,53004,Source Verified,Current,10.73,1,3-Aug,2,19,,3,0,1985,79.4,12,848.45,848.45,3729.4,3729.4,2151.55,1577.85,0,0,0,77.88,16-Jan
25000, 60 months,19.42,654.31,E,E3,10+ years,RENT,60000,Verified,Charged Off,20.04,0,Aug-00,0,,,12,0,17035,94.9,24,0,0,26721.85,23057.3,11624.71,11255.08,0,3842.06,687.78,654.31,16-Jan
25000, 36 months,15.27,869.95,C,C4,8 years,OWN,82000,Verified,Fully Paid,18.5,0,2-Sep,2,,,7,0,18223,70.6,23,0,0,28094.27,28094.27,25000,3094.27,0,0,0,19410.22,15-Jan
10000, 36 months,15.96,351.38,C,C5,10+ years,RENT,53000,Verified,Fully Paid,13.09,0,Nov-99,1,,,9,0,23870,77.2,19,0,0,12641.96658,12641.97,10000,2641.97,0,0,0,371.75,14-Dec
8875, 36 months,12.69,297.72,B,B5,5 years,MORTGAGE,35360,Verified,Charged Off,23.11,0,5-Sep,1,,,9,0,13003,71.1,13,0,0,2046.9,2046.9,1251.86,528.58,0,266.46,2.96,297.72,12-Nov
15550, 36 months,11.71,514.34,B,B3,10+ years,RENT,54000,Verified,Fully Paid,23.36,0,Jul-98,0,,,9,0,22455,89.8,16,0,0,18510.72498,18480.99,15550,2960.72,0,0,0,534.3,14-Dec
17000, 60 months,15.27,406.85,C,C4,8 years,RENT,65000,Not Verified,Current,16.84,0,Nov-98,2,33,,11,0,12923,62.7,16,4525.87,4525.87,19520.54,17601.18,12474.13,7026.07,20.34,0,0,406.85,16-Jan
7500, 36 months,12.69,251.59,B,B5,5 years,RENT,65000,Not Verified,Fully Paid,4.41,0,7-Mar,2,,,15,0,5927,35.5,22,0,0,9051.843018,9021.7,7500,1551.84,0,0,0,270.37,16-Jan
8875, 36 months,8.9,281.81,A,A5,6 years,OWN,28800,Not Verified,Fully Paid,24.29,0,Sep-98,0,,,10,0,8890,69.5,23,0,0,10143.38219,10143.38,8875,1268.38,0,0,0,291.21,16-Jan
4500, 36 months,17.27,161.05,D,D3,1 year,RENT,42000,Not Verified,Fully Paid,4.34,0,8-Mar,0,,,3,0,3424,68.5,3,0,0,5505.07469,5505.07,4500,1005.07,0,0,0,182.85,14-Jul
5800, 36 months,12.42,193.81,B,B4,3 years,RENT,36000,Not Verified,Fully Paid,21.67,0,Nov-00,1,38,,9,0,6558,66.9,20,0,0,6975.276078,6975.28,5800,1175.28,0,0,0,200.51,16-Jan
10000, 36 months,11.71,330.76,B,B3,2 years,RENT,40000,Not Verified,Fully Paid,22.26,0,Aug-98,1,70,,8,0,11145,47.4,17,0,0,11816.14343,11816.14,10000,1816.14,0,0,0,2571.77,16-Jan
10000, 36 months,9.91,322.25,B,B1,4 years,RENT,50000,Not Verified,Fully Paid,19.06,0,Apr-94,0,69,,11,0,10898,88.6,28,0,0,11398.55,11398.55,10000,1398.55,0,0,0,4002.95,16-Jan
14000, 36 months,11.71,463.07,B,B3,1 year,RENT,52000,Not Verified,Fully Paid,12.97,0,5-Jan,1,,,6,0,13008,57.9,8,0,0,15609.96,15609.96,14000,1609.96,0,0,0,9596.96,13-Feb
25000, 60 months,19.03,648.93,E,E2,3 years,MORTGAGE,85000,Verified,Current,17.15,1,5-Oct,1,18,,7,0,15814,87.9,19,7056.13,7048.97,31161.59,26759.52,17943.87,13185.27,32.45,0,0,648.93,16-Jan
12000, 36 months,8.9,381.04,A,A5,3 years,RENT,32000,Source Verified,Charged Off,6.75,0,5-Nov,0,,,9,0,5329,59.2,12,0,0,8740.16,8740.16,6603.89,1390.81,0,745.46,7.454600002,381.04,14-Feb
24000, 36 months,7.9,750.97,A,A4,6 years,OWN,75000,Verified,Fully Paid,10.58,0,Jul-86,2,,,9,0,26098,45,22,0,0,27033.33153,27005.18,24000,3033.33,0,0,0,759.52,16-Jan
14000, 36 months,14.27,480.33,C,C2,< 1 year,RENT,80000,Not Verified,Fully Paid,3.3,0,5-Dec,1,35,,10,0,7085,59,14,0,0,17230.07652,17230.08,14000,3230.08,0,0,0,2364.03,14-Sep
12000, 36 months,8.9,381.04,A,A5,7 years,MORTGAGE,40246,Verified,Fully Paid,17.08,0,Aug-99,0,,,7,0,14573,72.2,24,0,0,13736.41119,13707.8,12000,1717.36,19.05,0,0,418.47,16-Jan
15000, 60 months,12.69,338.93,B,B5,3 years,OWN,30000,Verified,Charged Off,24.76,0,4-Jun,1,,,7,0,16876,65.7,17,0,0,9543.84,8138.48,4881.73,3227.63,0,1434.48,14.0952,338.93,14-May
8050, 36 months,12.69,270.04,B,B5,1 year,RENT,36000,Source Verified,Charged Off,14.8,0,7-May,0,,,4,0,12000,81.3,7,0,0,1330.92,1330.92,748.57,327.43,0,254.92,2.82,270.04,12-Sep
5600, 36 months,10.65,182.42,B,B2,6 years,RENT,60000,Not Verified,Fully Paid,16.36,1,Apr-99,0,4,90,11,1,2238,12.4,25,0,0,6564.334175,6564.33,5600,964.33,0,0,0,192.37,16-Jan
7500, 36 months,9.91,241.69,B,B1,3 years,RENT,31200,Not Verified,Fully Paid,12.35,0,5-Oct,0,,,14,0,7790,57.3,18,0,0,8548.15,8548.15,7500,1048.15,0,0,0,3005.84,13-Dec
7000, 36 months,11.71,231.54,B,B3,10+ years,RENT,90000,Verified,Fully Paid,12.19,0,Aug-98,0,,,13,0,28060,93.8,25,0,0,8332.097581,8332.1,7000,1332.1,0,0,0,243.02,14-Dec
5400, 36 months,7.9,168.97,A,A4,4 years,RENT,40000,Not Verified,Fully Paid,10.89,0,Jul-93,0,,,5,0,8855,77,15,0,0,6081.934802,6081.93,5400,681.93,0,0,0,174.22,16-Jan
16000, 36 months,12.42,534.65,B,B4,1 year,RENT,90000,Verified,Fully Paid,13.67,0,2-Oct,2,,,11,0,22488,65.2,19,0,0,19242.01988,19242.02,16000,3242.02,0,0,0,553.45,16-Jan
27575, 60 months,12.42,619.26,B,B4,9 years,MORTGAGE,105000,Verified,Fully Paid,16.53,0,Aug-90,0,43,,9,0,15523,25,38,0,0,34439.9758,31713.96,27575,6864.98,0,0,0,14468.07,14-Jul
6000, 60 months,7.9,121.38,A,A4,< 1 year,RENT,30084,Verified,Charged Off,1.68,0,Jul-94,0,,,6,0,2192,10,15,0,0,3662.31,3662.31,2298.98,836.88,0,526.45,5.0643,121.38,14-Jul
4125, 60 months,12.69,93.21,B,B5,10+ years,MORTGAGE,36000,Not Verified,Current,17.73,0,2-Sep,4,38,,5,0,5346,37.6,21,1054.59,1054.59,4457.96,4457.96,3070.41,1387.55,0,0,0,93.21,16-Jan
9800, 36 months,16.29,345.95,D,D1,4 years,RENT,67000,Not Verified,Fully Paid,21.01,0,May-92,2,39,,14,0,21366,44.9,18,0,0,12159.38,12159.38,9800,2359.38,0,0,0,3866,16-Jan
15700, 60 months,18.25,400.82,D,D5,10+ years,MORTGAGE,63000,Source Verified,Current,17.43,0,Dec-99,1,,,12,0,9196,63,16,4380.32,4380.32,19209.98,17407.58,11319.68,7890.3,0,0,0,400.82,16-Jan
5000, 36 months,6.62,153.52,A,A2,1 year,RENT,276000,Source Verified,Fully Paid,1.82,0,4-Jun,0,,,7,0,15175,56,18,0,0,5524.936472,5524.94,5000,524.94,0,0,0,166.04,14-Dec
9900, 36 months,11.71,327.46,B,B3,6 years,RENT,26400,Verified,Fully Paid,14.09,0,Apr-94,0,,91,4,1,7911,88.9,11,0,0,11783.13754,11783.14,9900,1883.14,0,0,0,347.26,16-Jan
4000, 36 months,11.71,132.31,B,B3,n/a,RENT,24000,Source Verified,Fully Paid,7.5,1,5-Feb,0,16,,4,0,1593,54.9,6,0,0,4185.93,4185.93,4000,185.93,0,0,0,3658.15,12-May
15000, 36 months,11.71,496.14,B,B3,3 years,MORTGAGE,68400,Source Verified,Fully Paid,5.7,0,Jul-00,0,,,5,0,9368,82.2,9,0,0,17857.87991,17857.88,15000,2857.88,0,0,0,508.58,15-Nov
6250, 36 months,15.96,219.61,C,C5,1 year,RENT,29120,Not Verified,Fully Paid,20.85,0,Dec-99,3,,,5,0,5771,88.8,12,0,0,7901.704003,7901.7,6250,1651.7,0,0,0,231.21,16-Jan
6400, 36 months,16.29,225.93,D,D1,< 1 year,RENT,29120,Not Verified,Fully Paid,17.97,0,1-Jun,1,,,6,0,5866,94.6,14,0,0,8131.319493,8131.32,6400,1731.32,0,0,0,230.53,16-Jan
8850, 60 months,13.49,203.6,C,C1,10+ years,MORTGAGE,89122,Source Verified,Fully Paid,7.67,0,Nov-95,0,33,,17,0,5633,84.7,38,0,0,12021.06002,12021.06,8850,3171.06,0,0,0,2655.46,16-Jan
12000, 36 months,15.27,417.58,C,C4,4 years,MORTGAGE,54000,Not Verified,Fully Paid,17.07,0,Oct-91,1,56,,10,0,15723,61,34,0,0,15021.32581,15021.33,12000,3021.33,0,0,0,450.23,16-Jan
15000, 36 months,8.9,476.3,A,A5,5 years,MORTGAGE,30000,Verified,Fully Paid,6.48,0,Sep-00,1,,,6,0,5649,25.2,10,0,0,17018.65061,16990.3,15000,2018.65,0,0,0,4183.77,14-Dec
6500, 36 months,14.27,223.01,C,C2,4 years,MORTGAGE,30000,Not Verified,Fully Paid,10.12,0,3-Mar,0,48,,5,0,10843,81.5,9,0,0,7994.155556,7994.16,6500,1494.16,0,0,0,228.19,14-Dec
8000, 36 months,15.96,281.1,C,C5,10+ years,RENT,50000,Not Verified,Fully Paid,16.34,1,May-99,1,21,,10,0,7634,81.2,18,0,0,10113.71096,10113.71,8000,2113.71,0,0,0,297.31,16-Jan
19825, 60 months,21.28,539.47,F,F2,6 years,MORTGAGE,92000,Source Verified,Current,17.57,0,Mar-88,2,27,,17,0,36497,74.5,62,5785.16,5785.16,25893,22627.64,14039.85,11853.15,0,0,0,539.47,16-Jan
15000, 36 months,14.65,517.42,C,C3,10+ years,MORTGAGE,100500,Source Verified,Fully Paid,14.56,0,2-May,2,,,8,0,11736,74.3,14,0,0,16915.33,16915.33,15000,1915.33,0,0,0,11232.83,13-Feb
10200, 36 months,14.27,349.96,C,C2,3 years,RENT,40000,Not Verified,Fully Paid,16.53,0,7-Jan,1,,,7,0,9428,80.6,10,0,0,12182.11,12182.11,10200,1982.11,0,0,0,4856.49,15-Jan
9000, 36 months,12.42,300.74,B,B4,5 years,MORTGAGE,47000,Not Verified,Fully Paid,19.1,0,May-94,0,46,,7,0,4012,47.2,17,0,0,10823.10324,10823.1,9000,1823.1,0,0,0,313.32,14-Dec
6500, 36 months,16.29,229.46,D,D1,3 years,MORTGAGE,68000,Not Verified,Fully Paid,21.85,0,May-96,1,,,11,0,10075,92.4,17,0,0,8195.242888,8195.24,6500,1695.24,0,0,0,1547.92,16-Jan
23000, 60 months,21.28,625.86,F,F2,8 years,MORTGAGE,95000,Verified,Fully Paid,8.94,0,1-Jul,0,,,9,0,9826,99.3,35,0,0,30964.69,30964.69,23000,7964.69,0,0,0,17827.7,16-Jan
2000, 36 months,7.9,62.59,A,A4,4 years,RENT,39600,Not Verified,Fully Paid,5.09,0,Oct-98,0,,,8,0,2058,79.2,13,0,0,2252.269997,2252.27,2000,252.27,0,0,0,65.78,15-Sep
8000, 36 months,13.49,271.45,C,C1,3 years,OWN,30000,Verified,Fully Paid,14.48,0,2-Dec,2,,,11,0,6266,44.1,21,0,0,9767.171008,9767.17,8000,1767.17,0,0,0,287.22,14-Dec
8875, 36 months,7.51,276.11,A,A3,1 year,RENT,30000,Verified,Fully Paid,28.4,0,May-83,0,,,11,0,29470,83.7,27,0,0,9738.77,9738.77,8875,863.77,0,0,0,4226.2,13-Oct
1500, 36 months,18.64,54.72,E,E1,< 1 year,RENT,17000,Source Verified,Charged Off,4.59,0,7-Sep,3,,,10,0,1497,99.8,15,0,0,560.69,560.69,300.67,191.27,0,68.75,0.65,54.72,13-Feb
8000, 36 months,12.42,267.33,B,B4,3 years,RENT,42000,Not Verified,Fully Paid,20.26,0,2-Sep,0,,,4,0,12035,85.4,11,0,0,9638.08234,9638.08,8000,1623.08,15,0,0,13.95,15-Jan
16925, 60 months,14.65,399.55,C,C3,10+ years,RENT,75000,Verified,Charged Off,16.51,0,Nov-95,2,,,10,0,21513,74.9,16,0,0,3612.52,2544.34,1819.26,1773.35,19.91218684,0,0,819.08,16-Jan
6500, 36 months,11.71,215,B,B3,4 years,RENT,42000,Not Verified,Fully Paid,6.26,0,7-Jan,0,,,5,0,10139,63.8,11,0,0,7727.500051,7727.5,6500,1227.5,0,0,0,863.1,14-Oct
9600, 36 months,13.49,325.74,C,C1,3 years,MORTGAGE,27000,Source Verified,Fully Paid,10.22,0,1-Dec,2,,,12,0,7387,84.9,27,0,0,11408.78,11408.78,9600,1808.78,0,0,0,4254.59,13-Dec
16475, 60 months,12.69,372.25,B,B5,10+ years,MORTGAGE,130000,Verified,Current,26.13,0,Jun-83,0,,,15,0,93718,77.2,29,4184.79,4178.38,17850.84,15654.81,12290.21,5560.63,0,0,0,372.25,16-Jan
10000, 36 months,7.9,312.91,A,A4,5 years,MORTGAGE,46000,Not Verified,Fully Paid,10.46,0,1-Dec,0,,,12,0,10763,50.1,17,0,0,11262.91092,11262.91,10000,1262.91,0,0,0,321.98,14-Dec
15000, 36 months,12.42,501.23,B,B4,10+ years,MORTGAGE,80000,Verified,Fully Paid,5.61,0,Nov-00,1,,,8,0,10746,53.7,17,0,0,18039.09981,18039.1,15000,3039.1,0,0,0,520.23,14-Dec
9000, 36 months,6.62,276.34,A,A2,3 years,MORTGAGE,45000,Not Verified,Fully Paid,22.05,0,Jan-97,1,,,7,0,14022,44,17,0,0,9929.500417,9929.5,9000,929.5,0,0,0,1391.04,14-Aug
10000, 36 months,7.9,312.91,A,A4,2 years,RENT,72500,Verified,Fully Paid,27.92,0,May-00,0,,,7,0,10638,69.1,23,0,0,11263.48297,11263.48,10000,1263.48,0,0,0,318.38,14-Dec
1000, 36 months,14.65,34.5,C,C3,n/a,RENT,18408,Not Verified,Charged Off,6,0,Apr-93,2,,114,3,1,2510,83.7,8,0,0,91.31,91.31,22.24,12.18,0,56.89,10.2402,34.5,12-Jun
14000, 36 months,7.9,438.07,A,A4,2 years,RENT,30000,Source Verified,Fully Paid,15.2,0,Aug-00,0,,,8,0,13581,62.3,28,0,0,15297.94,15297.94,14000,1297.94,0,0,0,7854.53,16-Jan
8500, 36 months,14.27,291.63,C,C2,9 years,RENT,50000,Source Verified,Charged Off,8.5,0,4-Nov,2,,,15,0,9354,61.5,27,0,0,2444.63,2444.63,1378.65,657.23,0,408.75,3.88,291.63,13-Apr
15000, 60 months,19.03,389.36,E,E2,9 years,RENT,75000,Source Verified,Fully Paid,2.82,0,Aug-93,2,,,9,0,11379,75.9,12,0,0,22590.20414,20762.84,15000,7590.2,0,0,0,5880.48,15-Aug
4500, 36 months,15.96,158.12,C,C5,5 years,MORTGAGE,65000,Not Verified,Fully Paid,14.66,0,2-Aug,1,,,20,0,18611,76.6,34,0,0,5580.11,5580.11,4500,1080.11,0,0,0,1636.76,14-Feb
3000, 36 months,7.51,93.34,A,A3,10+ years,MORTGAGE,65000,Not Verified,Fully Paid,27.91,0,Jan-98,0,,,10,0,38905,56,19,0,0,3358.813405,3358.81,3000,358.81,0,0,0,100.23,16-Jan
10000, 36 months,9.91,322.25,B,B1,4 years,MORTGAGE,120000,Source Verified,Fully Paid,7.98,0,May-97,2,,,7,0,21440,68.1,35,0,0,11597.2666,11597.27,10000,1597.27,0,0,0,339.84,14-Dec
21250, 60 months,16.77,525.5,D,D2,5 years,MORTGAGE,42500,Verified,Fully Paid,19.93,0,2-Sep,2,,,7,0,18352,62.7,13,0,0,30769.89365,30733.78,21250,9519.89,0,0,0,7681.95,16-Jan
20675, 60 months,13.49,475.63,C,C1,2 years,MORTGAGE,75000,Source Verified,Charged Off,25.71,0,Jul-78,3,,,10,0,50670,50.5,43,0,0,19893.95,16765.31,13371.26,6512.03,0,10.66,0,1370.08,16-Jan
35000, 60 months,19.42,916.03,E,E3,8 years,RENT,195000,Verified,Current,11.72,0,Jan-96,2,,,17,0,29573,66.1,27,9928.6,9921.47,43947.08,38440.59,25071.4,18875.68,0,0,0,916.03,16-Jan
7200, 36 months,15.27,250.55,C,C4,4 years,RENT,54990,Verified,Fully Paid,20.95,0,1-Oct,1,81,,16,0,9119,96,24,0,0,8948.247644,8948.25,7200,1748.25,0,0,0,1708.04,16-Jan
18000, 60 months,11.71,397.77,B,B3,< 1 year,RENT,40000,Source Verified,Charged Off,18.18,0,Dec-99,0,,,6,0,12806,68.8,12,0,0,10850.22,10567.42,5690.48,3448.57,0,1711.17,17.1117,397.77,14-Apr
23000, 36 months,7.9,719.68,A,A4,2 years,MORTGAGE,137000,Source Verified,Fully Paid,8.13,0,Nov-91,1,,,11,0,17564,60.8,37,0,0,23980.67,23980.67,23000,980.67,0,0,0,19664.2,14-Nov
20000, 60 months,16.77,494.59,D,D2,10+ years,RENT,60000,Verified,Charged Off,9.46,0,Mar-95,2,28,,13,0,16326,41,30,0,0,18799.72,17787.27,9606.12,7667.87,0,1525.73,268.0326,494.59,15-Apr
6000, 60 months,17.58,151,D,D4,3 years,RENT,30120,Not Verified,Current,15.54,0,3-Nov,0,,,8,0,8136,80.6,11,1513.33,1513.33,7382.84,7382.84,4486.67,2881.17,15,0,0,151,16-Jan
7000, 36 months,8.9,222.28,A,A5,1 year,RENT,46000,Verified,Fully Paid,7.9,0,2-Aug,1,,,7,0,8717,76.5,18,0,0,7999.847926,7999.85,7000,999.85,0,0,0,232.27,16-Jan
21000, 36 months,12.69,704.45,B,B5,8 years,MORTGAGE,135000,Verified,Fully Paid,8.52,0,Feb-00,1,81,,11,0,30361,63,24,0,0,24283.82,24254.93,21000.01,3283.81,0,0,0,11650.08,15-Oct
8250, 36 months,7.51,256.67,A,A3,n/a,MORTGAGE,31500,Verified,Fully Paid,17.87,0,Dec-81,4,,,17,0,7521,10.4,37,0,0,9236.369059,9236.37,8250,986.37,0,0,0,278.92,14-Dec
13000, 36 months,9.91,418.93,B,B1,10+ years,RENT,65000,Verified,Fully Paid,8.82,0,1-Dec,0,,,10,0,22554,75.9,18,0,0,14817.85,14817.85,13000,1817.85,0,0,0,5207.35,14-Jan
18000, 36 months,6.62,552.67,A,A2,2 years,MORTGAGE,78000,Not Verified,Fully Paid,6.35,0,Mar-92,0,,,8,0,16136,25,13,0,0,19892.95164,19892.95,18000,1892.95,0,0,0,574.46,14-Dec
7200, 36 months,6.03,219.14,A,A1,5 years,MORTGAGE,60000,Not Verified,Fully Paid,2.54,0,May-96,0,68,,6,0,3859,6,20,0,0,7881.924132,7854.56,7200,681.92,0,0,0,873.09,16-Jan
16500, 36 months,8.9,523.93,A,A5,10+ years,RENT,48000,Not Verified,Fully Paid,13.1,0,May-00,0,,,7,0,21329,87.1,25,0,0,18159.26,18159.26,16500,1659.26,0,0,0,9783.86,14-Oct
8125, 36 months,7.9,254.24,A,A4,< 1 year,RENT,25000,Not Verified,Fully Paid,24.34,0,Apr-99,1,,,13,0,19296,63.6,21,0,0,9151.005343,9151.01,8125,1026.01,0,0,0,262.23,15-Apr
18800, 36 months,7.51,584.89,A,A3,3 years,MORTGAGE,82000,Verified,Fully Paid,13.76,1,Dec-88,0,11,,14,0,14477,17.3,24,0,0,21054.18555,20998.24,18800,2254.19,0,0,0,594.74,14-Dec
26800, 36 months,19.03,982.79,E,E2,10+ years,MORTGAGE,82000,Source Verified,Fully Paid,21.59,0,Jan-81,1,,,12,0,26919,98,31,0,0,31277.98,31277.98,26800,4477.98,0,0,0,20489.14,15-Sep
19200, 36 months,7.9,600.78,A,A4,5 years,MORTGAGE,42000,Verified,Fully Paid,19.66,0,Nov-00,0,,,13,0,28727,72.2,24,0,0,21328.13,21328.13,19200,2128.13,0,0,0,7516.94,14-Jan
8475, 60 months,17.58,213.28,D,D4,3 years,RENT,27600,Verified,Fully Paid,18.7,0,1-Apr,1,,,4,0,5595,86.1,7,0,0,11208.86574,10571.95,8475,2733.87,0,0,0,5908.59,15-Oct
4000, 36 months,12.42,133.67,B,B4,5 years,MORTGAGE,38000,Not Verified,Fully Paid,19.64,0,2-Jul,1,,,11,0,11130,52.7,16,0,0,4300.29,4300.29,4000,300.29,0,0,0,3326.13,16-Jan
4000, 36 months,16.29,141.21,D,D1,4 years,RENT,35000,Not Verified,Fully Paid,9.22,0,3-Sep,0,44,,7,0,8247,83.5,13,0,0,5053.377225,5053.38,4000,1053.38,0,0,0,824.36,16-Jan
12000, 36 months,9.91,386.7,B,B1,10+ years,OWN,33000,Not Verified,Fully Paid,18.8,0,Sep-90,0,,,5,0,17229,74.9,10,0,0,13871.41876,13871.42,12000,1871.42,0,0,0,2286.28,15-Jul
2625, 36 months,11.71,86.83,B,B3,10+ years,MORTGAGE,52800,Not Verified,Fully Paid,14.52,0,3-Nov,2,,,8,0,8343,65.2,21,0,0,3124.737614,3124.74,2625,499.74,0,0,0,6.4,15-Jan
18000, 60 months,13.49,414.09,C,C1,10+ years,MORTGAGE,40900,Verified,Current,13.7,0,Sep-00,1,,,10,0,11963,62.6,19,4641.04,4634.53,19847.2,18715.57,13358.97,6488.23,0,0,0,414.09,16-Jan
7000, 36 months,9.91,225.58,B,B1,10+ years,RENT,73882,Not Verified,Fully Paid,11.45,0,Apr-93,0,49,,10,0,16783,38.1,10,0,0,8118.350531,8118.35,7000,1118.35,0,0,0,236.31,14-Dec
11300, 36 months,12.69,379.06,B,B5,7 years,MORTGAGE,36000,Not Verified,Fully Paid,16.33,0,Jun-98,1,79,,9,0,18905,74.7,22,0,0,12787.19,12787.19,11300,1487.19,0,0,0,7497.46,13-Apr
4000, 36 months,9.91,128.9,B,B1,10+ years,MORTGAGE,130000,Source Verified,Fully Paid,10.05,0,Dec-97,3,,,12,0,13212,85,22,0,0,4634.246725,4634.25,4000,634.25,0,0,0,516.99,16-Jan
8000, 36 months,6.03,243.49,A,A1,10+ years,MORTGAGE,57200,Not Verified,Fully Paid,4.72,0,May-93,0,,,18,0,7764,6.8,47,0,0,8517.87,8517.87,8000,517.87,0,0,0,4868.26,15-Sep
14400, 36 months,18.25,522.41,D,D5,5 years,RENT,51871,Verified,Charged Off,7.82,0,6-Mar,0,,,5,0,8092,79.3,9,0,0,7869.17,7869.17,4684.23,2613.83,0,571.11,5.67,522.41,13-Jul
4375, 36 months,12.42,146.2,B,B4,2 years,OWN,15000,Verified,Fully Paid,13.92,0,6-Nov,0,,,3,0,2847,74.9,5,0,0,5261.081491,5261.08,4375,886.08,0,0,0,152.4,15-Aug
4100, 36 months,7.51,127.56,A,A3,9 years,MORTGAGE,70197,Not Verified,Fully Paid,6.58,0,1-May,1,,,7,0,24138,72.1,12,0,0,4582.7503,4582.75,4100,482.75,0,0,0,638.01,15-Apr
6000, 36 months,8.9,190.52,A,A5,7 years,RENT,47000,Verified,Fully Paid,14.43,0,Jan-95,3,78,,8,0,3917,31.4,14,0,0,6857.055601,6857.06,6000,857.06,0,0,0,199.26,14-Dec
4200, 60 months,17.27,105,D,D3,9 years,RENT,43000,Source Verified,Charged Off,10.13,0,Nov-96,1,82,,9,0,8843,77,19,0,0,4200,4200,2381.46,1807.62,0,10.92,1.9656,105,16-Jan
4000, 36 months,6.62,122.82,A,A2,6 years,MORTGAGE,120000,Source Verified,Fully Paid,3.89,0,Feb-97,1,,,13,0,11947,24.4,31,0,0,4152.93,4152.93,4000,152.93,0,0,0,1918.67,12-Sep
3000, 36 months,10.65,97.72,B,B2,10+ years,MORTGAGE,86004,Not Verified,Charged Off,13.37,0,Dec-97,2,,,8,0,23964,64.6,35,0,0,2236.73,2236.73,1629.41,417.88,0,189.44,1.894400001,97.72,14-Feb
5400, 36 months,12.69,181.15,B,B5,10+ years,MORTGAGE,75000,Not Verified,Fully Paid,8.8,0,Jan-92,0,31,,6,0,10376,68.7,33,0,0,6273.69,6273.69,5400,873.69,0,0,0,2844.38,13-Sep
15000, 36 months,16.29,529.51,D,D1,1 year,RENT,110000,Verified,Charged Off,21.99,2,Nov-98,0,4,,12,0,40370,84.1,24,0,0,1873.45,1873.45,655.77,402.57,0,815.11,146.7198,529.51,12-Jul
20000, 60 months,18.64,514.86,E,E1,3 years,MORTGAGE,80000,Source Verified,Fully Paid,23.47,0,1-Jan,0,,,8,0,11952,88.5,13,0,0,22955.76,21817.92,20000,2955.76,0,0,0,18326.72,12-Nov
10400, 36 months,12.69,348.87,B,B5,4 years,RENT,44000,Source Verified,Fully Paid,19.91,0,2-Apr,2,,,6,0,13695,90.1,21,0,0,12551.78312,12551.78,10400,2151.78,0,0,0,375.39,15-Dec
4500, 60 months,17.58,113.25,D,D4,7 years,MORTGAGE,51600,Source Verified,Fully Paid,22.63,0,4-Jun,1,,,8,0,13739,67.7,13,0,0,6287.698131,6287.7,4500,1787.7,0,0,0,2554.52,16-Jan
11500, 36 months,12.42,384.28,B,B4,< 1 year,RENT,38500,Source Verified,Fully Paid,13.06,0,4-Oct,0,,,8,0,10838,89.6,15,0,0,13850.70613,13850.71,11500,2331.52,19.18950427,0,0,392.68,14-Dec
10000, 36 months,6.62,307.04,A,A2,4 years,RENT,75000,Verified,Fully Paid,24.85,0,Nov-99,2,64,,19,0,3548,5.9,40,0,0,10742.42,10715.57,10000,742.42,0,0,0,5847.47,13-Jun
13450, 60 months,13.49,309.42,C,C1,10+ years,MORTGAGE,37320,Verified,Fully Paid,20.8,0,1-Jun,0,,,8,0,17404,74.4,12,0,0,14876.65,14849.01,13450,1426.65,0,0,0,12102.24,15-Aug
3600, 36 months,8.9,114.32,A,A5,10+ years,RENT,55000,Not Verified,Fully Paid,5.48,0,2-Jun,0,,,8,0,9550,65.9,18,0,0,3976.57,3976.57,3600,376.57,0,0,0,2037.38,16-Jan
13250, 60 months,11.71,292.81,B,B3,2 years,RENT,100000,Verified,Fully Paid,0.72,0,3-Jan,0,,,7,0,6149,10.4,10,0,0,16359.11992,16359.12,13250,3109.12,0,0,0,7889.73,14-Jul
16800, 60 months,18.25,428.9,D,D5,10+ years,MORTGAGE,70000,Verified,Fully Paid,21.5,0,Sep-99,2,,,10,0,10296,38.4,18,0,0,22756.20267,22722.42,16800,5956.2,0,0,0,112.14,14-May
10000, 36 months,17.27,357.88,D,D3,8 years,RENT,68000,Not Verified,Charged Off,17.15,0,2-Mar,1,,,7,0,6754,92.5,16,0,0,8589.12,8589.12,6067.35,2507.07,0,14.7,0,357.88,13-Dec
