Project ID,Opportunity Owner,Account Name,Stage, Amount ,Expected Revenue,Probability,Service Category,Service Line,Stage Number,New Business,Account Type,Billing Type,MSA Signed,Unsolicited Proposal,Deliverable Type
6013,Jose Ossa,Vanguard,Signed Contract,194400,194400,1,Java Systems,Technology Build Services,8,0,US-East BU,Time and Expense,0,No,Staff Augmentation
6014,Narendranath PN,Meenachil UCB,No bid / Retraction,73888,0,0,Microsoft Systems,Technology Build Services,-2,1,SMB BU,Fixed Bid,0,No,Scope of Work / Project
6015,Praveen Syamala,"Wellpoint, Inc",No bid / Retraction,0,0,0,Microsoft Systems,Technology Build Services,-2,0,WellPoint BU,Flat Fee Monthly,0,No,Scope of Work / Project
6016,Praveen Syamala,"Wellpoint, Inc",Signed Contract,0,0,0,Microsoft Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6017,Denny Mathews,"Wellpoint, Inc",Signed Contract,0,0,0,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6018,Praveen Syamala,"Wellpoint, Inc",Signed Contract,0,0,0,Mainframe Systems,Technology Build Services,8,1,WellPoint BU,Fixed Bid,0,No,Scope of Work / Project
6019,Saurabh Suri,DHL-AsiaPac,Opportunity Closed LOST,42525,0,0,Java Systems,Technology Build Services,-1,0,DHL,Fixed Bid,0,Yes,Scope of Work / Project
6020,Venkatesh Rao,"Wellpoint, Inc",Signed Contract,0,0,0,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6021,Venkatesh Rao,"Wellpoint, Inc",Signed Contract,0,0,0,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Managed Services / SLA Based
6022,Venkatesh Rao,"Wellpoint, Inc",Signed Contract,0,0,0,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6023,Venkatesh Rao,"Wellpoint, Inc",Signed Contract,0,0,0,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6024,Anand Nair,"Wellpoint, Inc",Signed Contract,78120,78120,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,Yes,Staff Augmentation
6025,Anand Nair,"Wellpoint, Inc",Signed Contract,331776,331776,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6026,Anand Nair,"Wellpoint, Inc",Signed Contract,331776,331776,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6027,Dave Lesperance,Fiserv,No bid / Retraction,50000,0,0,Microsoft Systems,Technology Build Services,-2,0,US-East BU,Fixed Bid,1,No,Scope of Work / Project
6028,Kevin Swanson,"Wellpoint, Inc",No bid / Retraction,61920,0,0,Mainframe Systems,Technology Build Services,-2,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6029,Kevin Swanson,"Wellpoint, Inc",Signed Contract,0,0,0,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Managed Services / SLA Based
6030,Sheeba Sundararaj,"Wellpoint, Inc",Signed Contract,0,0,0,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6031,Sue Clarey,Emdeon Corporation,Execution Complete,40630,40630,1,Java Systems,Technology Build Services,-3,0,US-Central BU,Flat Fee Monthly,1,No,Staff Augmentation
6032,Sue Clarey,Emdeon Corporation,Execution Complete,13760,13760,1,Microsoft Systems,Technology Build Services,-3,0,US-Central BU,Flat Fee Monthly,1,No,Staff Augmentation
6033,Venkatesh Rao,"Wellpoint, Inc",Signed Contract,0,0,0,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6034,Santosh Rajput,ASDA Group Limited,Signed Contract,3078,3078,1,Microsoft Systems,Technology Build Services,8,0,Wal-Mart,Time and Expense,0,No,Staff Augmentation
6035,Saurabh Suri,DHL-AsiaPac,Opportunity Closed LOST,38350,0,0,Mainframe Systems,Technology Build Services,-1,1,DHL,Fixed Bid,0,No,Scope of Work / Project
6036,Venkatesh Rao,"Wellpoint, Inc",Signed Contract,0,0,0,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6037,Anand Nair,"Wellpoint, Inc",Signed Contract,197120,197120,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Managed Services / SLA Based
6038,Sajesh Gopinath,JPMorgan Chase Bank,No bid / Retraction,0,0,0,Mortgage Services,Business Process Outsourcing,-2,0,BPO BU,Fixed Bid,0,No,Staff Augmentation
6039,Venkatesh Rao,"Wellpoint, Inc",Signed Contract,0,0,0,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6040,Anand Nair,"Wellpoint, Inc",Signed Contract,74304,74304,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6041,Denny Mathews,"Wellpoint, Inc",Signed Contract,0,0,0,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6042,Kevin Swanson,"Wellpoint, Inc",Signed Contract,461140,461140,1,Java Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6043,Kevin Swanson,"Wellpoint, Inc",Signed Contract,542737,542737,1,Java Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6044,Kevin Swanson,"Wellpoint, Inc",Signed Contract,0,0,0,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6045,Praveen Syamala,"Wellpoint, Inc",Signed Contract,24768,24768,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6046,Praveen Syamala,"Wellpoint, Inc",Signed Contract,36120,36120,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Managed Services / SLA Based
6047,Santosh Rajput,ASDA Group Limited,Signed Contract,-2770.2,-2770.2,1,Microsoft Systems,Technology Build Services,8,0,Wal-Mart,Time and Expense,0,No,Staff Augmentation
6048,Anand Nair,"Wellpoint, Inc",Signed Contract,1440,1440,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6049,Donald Jones,Cisco,No bid / Retraction,0,0,0,Java Systems,Technology Build Services,-2,1,Cisco,Flat Fee Monthly,0,No,Staff Augmentation
6050,Donald Jones,Cisco,No bid / Retraction,0,0,0,Java Systems,Technology Build Services,-2,1,Cisco,Flat Fee Monthly,0,No,Staff Augmentation
6051,Praveen Syamala,"Wellpoint, Inc",No bid / Retraction,73920,0,0,Microsoft Systems,Technology Build Services,-2,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6052,Praveen Syamala,"Wellpoint, Inc",No bid / Retraction,82376,0,0,Microsoft Systems,Technology Build Services,-2,1,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6053,Kevin Swanson,"Wellpoint, Inc",No bid / Retraction,108360,0,0,Mainframe Systems,Technology Build Services,-2,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6054,Shwetha Sanjeev,Cisco,No bid / Retraction,0,0,0,Java Systems,Technology Build Services,-2,0,Cisco,Flat Fee Monthly,0,No,Staff Augmentation
6055,Ashwani Bhasin,KPMG L.L.P.,Signed Contract,150000,150000,1,Microsoft Systems,Technology Build Services,8,0,US-East BU,Time and Expense,0,Yes,Staff Augmentation
6056,Ashwani Bhasin,KPMG L.L.P.,Signed Contract,2550,2550,1,Microsoft Systems,Technology Build Services,8,0,US-East BU,Time and Expense,0,Yes,Staff Augmentation
6057,Ashwani Bhasin,KPMG L.L.P.,Signed Contract,7500,7500,1,Microsoft Systems,Technology Build Services,8,0,US-East BU,Time and Expense,0,Yes,Staff Augmentation
6058,Ashwani Bhasin,KPMG L.L.P.,Signed Contract,3750,3750,1,Microsoft Systems,Technology Build Services,8,0,US-East BU,Time and Expense,0,Yes,Staff Augmentation
6059,Ashwani Bhasin,KPMG L.L.P.,Signed Contract,26208,26208,1,Microsoft Systems,Technology Build Services,8,0,US-East BU,Time and Expense,0,Yes,Staff Augmentation
6060,Praveen Syamala,"Wellpoint, Inc",Signed Contract,0,0,0,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6061,Sue Clarey,Emdeon Corporation,Execution Complete,13760,13760,1,Java Systems,Technology Build Services,-3,1,US-Central BU,Flat Fee Monthly,1,No,Scope of Work / Project
6062,Sue Clarey,Emdeon Corporation,Execution Complete,13760,13760,1,Java Systems,Technology Build Services,-3,1,US-Central BU,Flat Fee Monthly,1,No,Scope of Work / Project
6063,Sue Clarey,Emdeon Corporation,Execution Complete,13760,13760,1,Java Systems,Technology Build Services,-3,1,US-Central BU,Flat Fee Monthly,1,No,Scope of Work / Project
6064,Alan Johnson,"Wellpoint, Inc",Signed Contract,34020,34020,1,Java Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6065,Anand Nair,"Wellpoint, Inc",Signed Contract,52164,52164,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6066,Anand Nair,"Wellpoint, Inc",Signed Contract,78120,78120,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,Yes,Managed Services / SLA Based
6067,Anand Nair,"Wellpoint, Inc",Signed Contract,15984,15984,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Managed Services / SLA Based
6068,Anand Nair,"Wellpoint, Inc",Signed Contract,204240,204240,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Managed Services / SLA Based
6069,Anand Nair,"Wellpoint, Inc",Signed Contract,247680,247680,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Managed Services / SLA Based
6070,Anand Nair,"Wellpoint, Inc",Signed Contract,186040,186040,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Managed Services / SLA Based
6071,Anand Nair,"Wellpoint, Inc",Signed Contract,77400,77400,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6072,Anand Nair,"Wellpoint, Inc",Signed Contract,15264,15264,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,Yes,Staff Augmentation
6073,Bentley Thakadiyil,"Wellpoint, Inc",Signed Contract,394440,394440,1,Java Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6074,Bentley Thakadiyil,"Wellpoint, Inc",Signed Contract,145000,145000,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Fixed Bid,0,No,Staff Augmentation
6075,Budi Utama,"Wellpoint, Inc",Signed Contract,27000,27000,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Fixed Bid,0,No,Managed Services / SLA Based
6076,Erich Kreidler,H&R Block,Signed Contract,60000,60000,1,Microsoft Systems,Technology Build Services,8,0,US-Central BU,Internal,0,No,Scope of Work / Project
6077,Kevin Swanson,"Wellpoint, Inc",Signed Contract,125820,125820,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6078,Kevin Swanson,"Wellpoint, Inc",Signed Contract,50000,50000,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6079,Kevin Swanson,"Wellpoint, Inc",Signed Contract,65649,65649,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6080,Kevin Swanson,"Wellpoint, Inc",Execution Complete,46440,46440,1,Mainframe Systems,Technology Build Services,-3,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6081,Kevin Swanson,"Wellpoint, Inc",Signed Contract,3300000,3300000,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Scope of Work / Project
6082,Kevin Swanson,"Wellpoint, Inc",Signed Contract,37152,37152,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6083,Kevin Swanson,"Wellpoint, Inc",Signed Contract,213130,213130,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6084,Kevin Swanson,"Wellpoint, Inc",Signed Contract,11585570,11585570,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6085,Kevin Swanson,"Wellpoint, Inc",Signed Contract,12539,12539,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6086,Kevin Swanson,"Wellpoint, Inc",Signed Contract,120600,120600,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6087,Phyllis Kramer,"Wellpoint, Inc",Signed Contract,867600,867600,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6088,Phyllis Kramer,"Wellpoint, Inc",Signed Contract,9720,9720,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6089,Praveen Syamala,"Wellpoint, Inc",Signed Contract,105000,105000,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6090,Praveen Syamala,"Wellpoint, Inc",Signed Contract,348500,348500,1,Mainframe Systems,Technology Build Services,8,1,WellPoint BU,Fixed Bid,0,No,Scope of Work / Project
6091,Praveen Syamala,"Wellpoint, Inc",Signed Contract,17000,17000,1,Mainframe Systems,Technology Build Services,8,1,WellPoint BU,Fixed Bid,0,No,Managed Services / SLA Based
6092,Praveen Syamala,"Wellpoint, Inc",Signed Contract,95336,95336,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6093,Praveen Syamala,"Wellpoint, Inc",Signed Contract,17000,17000,1,Mainframe Systems,Technology Build Services,8,1,WellPoint BU,Fixed Bid,0,No,Scope of Work / Project
6094,Praveen Syamala,"Wellpoint, Inc",Signed Contract,8100,8100,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6095,Praveen Syamala,"Wellpoint, Inc",Signed Contract,0,0,0,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6096,Venkatesh Rao,"Wellpoint, Inc",Signed Contract,-13158,-13158,1,Microsoft Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6097,Ashwani Bhasin,KPMG L.L.P.,Signed Contract,41600,41600,1,Microsoft Systems,Technology Build Services,8,0,US-East BU,Time and Expense,0,Yes,Staff Augmentation
6098,Phyllis Kramer,"Wellpoint, Inc",No bid / Retraction,1000000,0,0,Mainframe Systems,Technology Build Services,-2,1,WellPoint BU,Flat Fee Monthly,0,Yes,Scope of Work / Project
6099,Shwetha Sanjeev,Cisco,Signed Contract,58824,58824,1,Java Systems,Technology Build Services,8,1,Cisco,Flat Fee Monthly,0,No,Staff Augmentation
6100,Shwetha Sanjeev,Cisco,Signed Contract,53664,53664,1,Java Systems,Technology Build Services,8,1,Cisco,Flat Fee Monthly,0,No,Staff Augmentation
6101,Shwetha Sanjeev,Cisco,Signed Contract,53664,53664,1,Java Systems,Technology Build Services,8,1,Cisco,Flat Fee Monthly,0,No,Staff Augmentation
6102,Shwetha Sanjeev,Cisco,Signed Contract,55728,55728,1,Java Systems,Technology Build Services,8,1,Cisco,Flat Fee Monthly,0,No,Staff Augmentation
6103,Shwetha Sanjeev,Cisco,Signed Contract,41280,41280,1,Java Systems,Technology Build Services,8,1,Cisco,Flat Fee Monthly,0,No,Staff Augmentation
6104,Denny Mathews,"Wellpoint, Inc",Signed Contract,0,0,0,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6105,Denny Mathews,"Wellpoint, Inc",Signed Contract,0,0,0,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6106,Denny Mathews,"Wellpoint, Inc",Signed Contract,0,0,0,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6107,Jeremy McClellan,Costco Wholesale Corporation,Opportunity Closed LOST,139740,0,0,Mainframe Systems,Technology Build Services,-1,0,US-West BU,Flat Fee Monthly,1,No,Scope of Work / Project
6108,Jeremy McClellan,Costco Wholesale Corporation,Opportunity Closed LOST,36400,0,0,Mainframe Systems,Technology Build Services,-1,0,US-West BU,Flat Fee Monthly,1,No,Scope of Work / Project
6109,Jeremy McClellan,Costco Wholesale Corporation,Opportunity Closed LOST,166152,0,0,Mainframe Systems,Technology Build Services,-1,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
6110,Jeremy McClellan,Costco Wholesale Corporation,Opportunity Closed LOST,25480,0,0,Mainframe Systems,Technology Build Services,-1,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
6111,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,84500,84500,1,Java Systems,Technology Build Services,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
6112,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,23904,23904,1,Mainframe Systems,Technology Build Services,8,0,US-West BU,Flat Fee Monthly,1,No,Scope of Work / Project
6113,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,139928,139928,1,Mainframe Systems,Technology Build Services,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
6114,Niranjan Ramsunder,Schroders plc,Signed Contract,43200,43200,1,Microsoft Systems,Technology Build Services,8,1,Europe BU,Time and Expense,1,No,Staff Augmentation
6115,Jose Ossa,Vanguard,Opportunity Closed LOST,13013365,0,0,Other Service Line,Technology Build Services,-1,0,US-East BU,Time and Expense,0,Yes,Staff Augmentation
6116,Praveen Syamala,"Wellpoint, Inc",No bid / Retraction,120000,0,0,Mainframe Systems,Technology Build Services,-2,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6117,Sue Clarey,Emdeon Corporation,Execution Complete,6880,6880,1,Microsoft Systems,Technology Build Services,-3,0,US-Central BU,Flat Fee Monthly,1,No,Scope of Work / Project
6118,Dave Lesperance,Johnson & Johnson,Execution Complete,12000,12000,1,Enterprise Mobility Systems,Technology Build Services,-3,0,US-East BU,Time and Expense,0,No,Staff Augmentation
6119,Jayesh Menon,Johnson & Johnson,Execution Complete,6750,6750,1,Cloud Based Systems,Technology Build Services,-3,1,US-East BU,Time and Expense,0,No,Staff Augmentation
6120,Jose Ossa,Vanguard,Signed Contract,97760,97760,1,Mainframe Systems,Technology Build Services,8,0,US-East BU,Time and Expense,0,No,Staff Augmentation
6121,Jose Ossa,Vanguard,Signed Contract,93600,93600,1,Java Systems,Technology Build Services,8,0,US-East BU,Time and Expense,0,No,Scope of Work / Project
6122,Jose Ossa,Vanguard,Signed Contract,89080,89080,1,Microsoft Systems,Technology Build Services,8,0,US-East BU,Time and Expense,0,No,Staff Augmentation
6123,Michael Hopewell,Johnson & Johnson,Execution Complete,1125,1125,1,Cloud Based Systems,Technology Build Services,-3,1,US-East BU,Time and Expense,0,No,Scope of Work / Project
6124,Michael Hopewell,Johnson & Johnson,Execution Complete,900,900,1,Enterprise Mobility Systems,Technology Build Services,-3,0,US-East BU,Time and Expense,0,No,Scope of Work / Project
6125,Praveen Syamala,"Wellpoint, Inc",Signed Contract,154256,154256,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6126,Jay Kuderka,Warner Bros. Entertainment Inc.,Signed Contract,36808,36808,1,Java Systems,Technology Build Services,8,1,US-West BU,Time and Expense,0,No,Staff Augmentation
6127,Jose Ossa,Vanguard,Signed Contract,85000,85000,1,Java Systems,Technology Build Services,8,0,US-East BU,Time and Expense,0,No,Scope of Work / Project
6128,Jose Ossa,Vanguard,Signed Contract,131040,131040,1,Microsoft Systems,Technology Build Services,8,0,US-East BU,Time and Expense,0,No,Staff Augmentation
6129,Saurabh Suri,DHL-AsiaPac,Execution Complete,0,0,0,Mainframe Systems,Technology Build Services,-3,0,DHL,Internal,0,No,Scope of Work / Project
6130,Shwetha Sanjeev,Cisco,Signed Contract,0,0,0,Java Systems,Technology Build Services,8,1,Cisco,Flat Fee Monthly,0,No,Staff Augmentation
6131,Ashwani Bhasin,KPMG L.L.P.,Signed Contract,99024,99024,1,Microsoft Systems,Technology Build Services,8,0,US-East BU,Time and Expense,0,Yes,Staff Augmentation
6132,Donald Jones,Cisco,Signed Contract,0,0,0,Java Systems,Technology Build Services,8,1,Cisco,Flat Fee Monthly,0,No,Staff Augmentation
6133,Kevin Swanson,"Wellpoint, Inc",Signed Contract,0,0,0,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6134,Terry Zink,"Mattel, Inc.",Execution Complete,2000,2000,1,Finance and Accounting Services,Business Process Outsourcing,-3,0,US-West BU,Fixed Bid,1,No,Scope of Work / Project
6135,Venkatesh Rao,"Wellpoint, Inc",Signed Contract,0,0,0,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6136,Anand Nair,"Wellpoint, Inc",No bid / Retraction,73920,0,0,Mainframe Systems,Technology Build Services,-2,0,WellPoint BU,Flat Fee Monthly,0,No,Managed Services / SLA Based
6137,Andrew Wille,Safeway,Execution Complete,0,0,0,Java Systems,Technology Build Services,-3,0,US-West BU,Time and Expense,1,No,Scope of Work / Project
6138,Bentley Thakadiyil,"Wellpoint, Inc",Signed Contract,279923,279923,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Fixed Bid,0,No,Scope of Work / Project
6139,Budi Utama,"Wellpoint, Inc",Signed Contract,56592,56592,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6140,Donald Scott,"Belk, Inc.",No bid / Retraction,15480,0,0,Mainframe Systems,Technology Build Services,-2,0,US-East BU,Time and Expense,0,Yes,Staff Augmentation
6141,Kevin Swanson,"Wellpoint, Inc",Signed Contract,11794,11794,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6142,Kevin Swanson,"Wellpoint, Inc",Signed Contract,298144,298144,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6143,Leo Bley,Safeway,Execution Complete,0,0,0,Java Systems,Technology Build Services,-3,0,US-West BU,Time and Expense,1,No,Staff Augmentation
6144,Leo Bley,Safeway,Execution Complete,1527305,1527305,1,Java Systems,Technology Build Services,-3,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
6145,Leo Bley,Safeway,Execution Complete,12960,12960,1,Java Systems,Technology Build Services,-3,0,US-West BU,Time and Expense,1,No,Scope of Work / Project
6146,Leo Bley,Safeway,Execution Complete,0,0,0,Java Systems,Technology Build Services,-3,0,US-West BU,Time and Expense,1,No,Staff Augmentation
6147,Leo Bley,Safeway,Execution Complete,0,0,0,Java Systems,Technology Build Services,-3,0,US-West BU,Time and Expense,1,No,Staff Augmentation
6148,Leo Bley,Safeway,Execution Complete,61120,61120,1,Java Systems,Technology Build Services,-3,0,US-West BU,Time and Expense,1,No,Staff Augmentation
6149,Leo Bley,Safeway,Execution Complete,0,0,0,Java Systems,Technology Build Services,-3,0,US-West BU,Time and Expense,1,No,Staff Augmentation
6150,Leo Bley,Safeway,Execution Complete,0,0,0,Mainframe Systems,Technology Build Services,-3,0,US-West BU,Time and Expense,1,No,Scope of Work / Project
6151,Leo Bley,Safeway,Execution Complete,17600,17600,1,Java Systems,Technology Build Services,-3,0,US-West BU,Time and Expense,1,No,Staff Augmentation
6152,Leo Bley,Safeway,Execution Complete,0,0,0,Mainframe Systems,Technology Build Services,-3,0,US-West BU,Time and Expense,1,No,Staff Augmentation
6153,Leo Bley,Safeway,Execution Complete,0,0,0,Java Systems,Technology Build Services,-3,0,US-West BU,Time and Expense,1,No,Staff Augmentation
6154,Leo Bley,Safeway,Execution Complete,0,0,0,Java Systems,Technology Build Services,-3,0,US-West BU,Time and Expense,1,No,Staff Augmentation
6155,Leo Bley,Safeway,Execution Complete,0,0,0,Java Systems,Technology Build Services,-3,0,US-West BU,Time and Expense,1,No,Staff Augmentation
6156,Leo Bley,Safeway,Execution Complete,0,0,0,Mainframe Systems,Technology Build Services,-3,0,US-West BU,Time and Expense,1,No,Staff Augmentation
6157,Narendranath PN,Pudukad SCB,Signed Contract,2222,2222,1,Microsoft Systems,Technology Build Services,8,1,SMB BU,Fixed Bid,0,No,Scope of Work / Project
6158,Ryan Prindiville,Safeway,Execution Complete,0,0,0,Microsoft Systems,Technology Build Services,-3,0,US-West BU,Time and Expense,1,Yes,Staff Augmentation
6159,Ryan Prindiville,Safeway,Execution Complete,0,0,0,Mainframe Systems,Technology Build Services,-3,0,US-West BU,Time and Expense,1,No,Staff Augmentation
6160,Ryan Prindiville,Safeway,Execution Complete,0,0,0,Mainframe Systems,Technology Build Services,-3,0,US-West BU,Time and Expense,1,No,Staff Augmentation
6161,Ryan Prindiville,Safeway,Execution Complete,0,0,0,Java Systems,Technology Build Services,-3,0,US-West BU,Time and Expense,1,No,Scope of Work / Project
6162,Ashwani Bhasin,Hamilton Sundstrand,Signed Contract,13000,13000,1,Microsoft Systems,Technology Build Services,8,0,US-East BU,Time and Expense,0,No,Staff Augmentation
6163,Kevin Swanson,"Wellpoint, Inc",Signed Contract,0,0,0,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6164,Salil Khamkar,Intel India,Signed Contract,52992,52992,1,Microsoft Systems,Technology Build Services,8,0,India BU,Flat Fee Monthly,0,No,Staff Augmentation
6165,Salil Khamkar,"Countrywide Home Loans, Inc.",Signed Contract,311111,311111,1,Microsoft Systems,Technology Build Services,8,0,India BU,Time and Expense,0,No,Staff Augmentation
6166,Salil Khamkar,"Countrywide Home Loans, Inc.",Signed Contract,447778,447778,1,Microsoft Systems,Technology Build Services,8,0,India BU,Time and Expense,0,No,Staff Augmentation
6167,Salil Khamkar,"Countrywide Home Loans, Inc.",Signed Contract,268667,268667,1,Microsoft Systems,Technology Build Services,8,0,India BU,Time and Expense,0,No,Staff Augmentation
6168,Santosh Rajput,ASDA Group Limited,Signed Contract,29119.5,29119.5,1,Microsoft Systems,Technology Build Services,8,1,Wal-Mart,Time and Expense,0,No,Staff Augmentation
6169,Venkatesh Rao,"Wellpoint, Inc",Signed Contract,0,0,0,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6170,Venkatesh Rao,"Wellpoint, Inc",Signed Contract,0,0,0,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
